  
       XFOIL         Version 6.96
  
 Calculated polar for: NACA 0024                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -19.750  -1.1682   0.09290   0.08750  -0.0405   1.0000   0.0801
 -19.500  -1.1741   0.08903   0.08357  -0.0417   1.0000   0.0815
 -19.250  -1.1766   0.08565   0.08015  -0.0427   1.0000   0.0830
 -19.000  -1.1786   0.08231   0.07674  -0.0437   1.0000   0.0846
 -18.750  -1.1771   0.07945   0.07382  -0.0445   1.0000   0.0859
 -18.500  -1.1827   0.07576   0.07008  -0.0454   1.0000   0.0873
 -18.250  -1.1862   0.07235   0.06664  -0.0462   1.0000   0.0888
 -18.000  -1.1873   0.06928   0.06351  -0.0469   1.0000   0.0904
 -17.750  -1.1874   0.06632   0.06049  -0.0475   1.0000   0.0921
 -17.500  -1.1843   0.06377   0.05788  -0.0480   1.0000   0.0937
 -17.250  -1.1875   0.06056   0.05463  -0.0485   1.0000   0.0954
 -17.000  -1.1884   0.05763   0.05166  -0.0489   1.0000   0.0972
 -16.750  -1.1863   0.05508   0.04907  -0.0492   1.0000   0.0991
 -16.500  -1.1827   0.05270   0.04663  -0.0494   1.0000   0.1010
 -16.250  -1.1802   0.05025   0.04414  -0.0495   1.0000   0.1028
 -16.000  -1.1788   0.04775   0.04161  -0.0496   1.0000   0.1049
 -15.750  -1.1755   0.04548   0.03931  -0.0496   1.0000   0.1070
 -15.500  -1.1696   0.04349   0.03727  -0.0495   1.0000   0.1093
 -15.250  -1.1636   0.04156   0.03530  -0.0493   1.0000   0.1114
 -15.000  -1.1601   0.03946   0.03318  -0.0490   1.0000   0.1137
 -14.750  -1.1543   0.03764   0.03133  -0.0486   1.0000   0.1162
 -14.500  -1.1460   0.03606   0.02972  -0.0482   1.0000   0.1188
 -14.250  -1.1389   0.03445   0.02808  -0.0476   1.0000   0.1212
 -14.000  -1.1330   0.03283   0.02645  -0.0468   1.0000   0.1239
 -13.750  -1.1251   0.03145   0.02505  -0.0459   1.0000   0.1268
 -13.500  -1.1161   0.03023   0.02380  -0.0450   1.0000   0.1295
 -13.250  -1.1098   0.02895   0.02251  -0.0436   1.0000   0.1322
 -13.000  -1.1044   0.02778   0.02134  -0.0419   1.0000   0.1353
 -12.750  -1.0992   0.02679   0.02033  -0.0399   1.0000   0.1383
 -12.250  -1.0862   0.02493   0.01846  -0.0361   0.9988   0.1442
 -12.000  -1.0631   0.02391   0.01744  -0.0371   0.9955   0.1485
 -11.750  -1.0373   0.02306   0.01657  -0.0384   0.9927   0.1525
 -11.500  -1.0143   0.02208   0.01560  -0.0393   0.9891   0.1569
 -11.250  -0.9916   0.02128   0.01480  -0.0398   0.9831   0.1615
 -11.000  -0.9665   0.02053   0.01405  -0.0407   0.9778   0.1659
 -10.750  -0.9456   0.01976   0.01330  -0.0407   0.9705   0.1708
 -10.500  -0.9220   0.01914   0.01266  -0.0410   0.9627   0.1756
 -10.250  -0.9019   0.01849   0.01201  -0.0406   0.9537   0.1800
 -10.000  -0.8820   0.01789   0.01142  -0.0400   0.9435   0.1852
  -9.750  -0.8627   0.01742   0.01092  -0.0390   0.9324   0.1899
  -9.500  -0.8453   0.01687   0.01036  -0.0377   0.9209   0.1946
  -9.250  -0.8276   0.01641   0.00990  -0.0364   0.9079   0.1999
  -9.000  -0.8080   0.01604   0.00948  -0.0353   0.8959   0.2046
  -8.750  -0.7909   0.01559   0.00901  -0.0338   0.8821   0.2099
  -8.500  -0.7717   0.01523   0.00863  -0.0325   0.8692   0.2155
  -8.250  -0.7514   0.01492   0.00826  -0.0314   0.8560   0.2205
  -8.000  -0.7327   0.01455   0.00789  -0.0300   0.8419   0.2264
  -7.750  -0.7121   0.01427   0.00756  -0.0289   0.8290   0.2324
  -7.500  -0.6915   0.01400   0.00725  -0.0278   0.8148   0.2379
  -7.250  -0.6713   0.01371   0.00694  -0.0266   0.8017   0.2443
  -7.000  -0.6495   0.01350   0.00668  -0.0256   0.7882   0.2505
  -6.750  -0.6288   0.01324   0.00641  -0.0244   0.7746   0.2567
  -6.500  -0.6074   0.01303   0.00616  -0.0233   0.7617   0.2636
  -6.250  -0.5851   0.01286   0.00594  -0.0224   0.7478   0.2697
  -6.000  -0.5648   0.01264   0.00571  -0.0210   0.7353   0.2767
  -5.750  -0.5436   0.01251   0.00554  -0.0198   0.7219   0.2836
  -5.500  -0.5232   0.01236   0.00538  -0.0184   0.7093   0.2901
  -5.250  -0.5035   0.01224   0.00522  -0.0168   0.6964   0.2975
  -5.000  -0.4809   0.01214   0.00509  -0.0158   0.6842   0.3045
  -4.750  -0.4599   0.01201   0.00494  -0.0145   0.6715   0.3118
  -4.500  -0.4365   0.01190   0.00482  -0.0136   0.6595   0.3196
  -4.250  -0.4136   0.01182   0.00470  -0.0127   0.6474   0.3265
  -4.000  -0.3905   0.01170   0.00458  -0.0117   0.6356   0.3346
  -3.750  -0.3665   0.01165   0.00449  -0.0109   0.6240   0.3420
  -3.500  -0.3432   0.01153   0.00438  -0.0100   0.6125   0.3497
  -3.250  -0.3195   0.01148   0.00430  -0.0092   0.6013   0.3578
