  
       XFOIL         Version 6.96
  
 Calculated polar for: NACA 2424                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  11.250   1.0363   0.03169   0.02402   0.0170   0.2508   1.0000
  11.500   1.0400   0.03280   0.02509   0.0192   0.2456   1.0000
  11.750   1.0454   0.03387   0.02618   0.0212   0.2407   1.0000
  12.000   1.0509   0.03501   0.02734   0.0230   0.2354   1.0000
  12.250   1.0543   0.03630   0.02861   0.0249   0.2305   1.0000
  12.500   1.0589   0.03760   0.02992   0.0265   0.2256   1.0000
  12.750   1.0646   0.03889   0.03124   0.0280   0.2209   1.0000
  13.000   1.0675   0.04040   0.03275   0.0295   0.2160   1.0000
  13.250   1.0719   0.04185   0.03420   0.0309   0.2119   1.0000
  13.500   1.0765   0.04338   0.03577   0.0321   0.2071   1.0000
  13.750   1.0801   0.04499   0.03740   0.0332   0.2028   1.0000
  14.000   1.0823   0.04676   0.03914   0.0344   0.1989   1.0000
  14.250   1.0870   0.04844   0.04089   0.0353   0.1943   1.0000
  14.500   1.0899   0.05028   0.04276   0.0361   0.1902   1.0000
  14.750   1.0919   0.05219   0.04465   0.0370   0.1865   1.0000
  15.000   1.0955   0.05407   0.04659   0.0376   0.1827   1.0000
  15.250   1.0984   0.05605   0.04861   0.0382   0.1787   1.0000
  15.500   1.0991   0.05827   0.05083   0.0388   0.1748   1.0000
  15.750   1.1011   0.06038   0.05295   0.0392   0.1714   1.0000
  16.000   1.1034   0.06256   0.05521   0.0396   0.1676   1.0000
  16.250   1.1043   0.06489   0.05756   0.0399   0.1640   1.0000
  16.500   1.1044   0.06729   0.05994   0.0401   0.1607   1.0000
  16.750   1.1066   0.06959   0.06232   0.0402   0.1574   1.0000
  17.000   1.1066   0.07214   0.06493   0.0403   0.1539   1.0000
  17.250   1.1072   0.07462   0.06742   0.0403   0.1509   1.0000
  17.500   1.1075   0.07714   0.06994   0.0402   0.1479   1.0000
  17.750   1.1079   0.07977   0.07266   0.0401   0.1448   1.0000
  18.000   1.1059   0.08269   0.07563   0.0398   0.1415   1.0000
  18.250   1.1070   0.08521   0.07815   0.0396   0.1389   1.0000
  18.500   1.1069   0.08792   0.08090   0.0392   0.1363   1.0000
  18.750   1.1051   0.09093   0.08400   0.0387   0.1333   1.0000
  19.000   1.1031   0.09395   0.08706   0.0382   0.1305   1.0000
  19.250   1.1038   0.09660   0.08969   0.0377   0.1279   1.0000
